Hospital_Name,State,District,Subdistrict,lat,lon,beds,doctors,has_emergency,has_ambulance
Chakraborty Multi Speciality Hospital,Andaman and Nicobar Islands,South Andaman,0,11.6357989,92.7120575,0,0,False,False
Inhs Dhanvantri,Andaman and Nicobar Islands,South Andaman,0,11.8311681,92.6586401,0,0,False,False
Maricar Hospital,Andaman and Nicobar Islands,South Andaman,0,11.8311681,92.6586401,0,0,False,False
Pillar Health Centre,Andaman and Nicobar Islands,South Andaman,0,11.6498468,92.7294624,0,0,False,False
"G B Pant Hospital, Port Blair",Andaman and Nicobar Islands,South Andaman,0,11.6233774,92.7264828,0,0,True,False
"Care Hospital, Banjara",Andhra Pradesh,Hyderabad,0,17.4274003,78.4311174,0,0,True,False
Aasha Hospitals,Andhra Pradesh,Anantapur,0,14.6795736,77.592469,0,0,False,False
Baby Hospital,Andhra Pradesh,Anantapur,0,14.6818877,77.6005911,0,0,False,False
Dr Akbar Eye Hospital And Laser Centre,Andhra Pradesh,Anantapur,0,14.6723351,77.6018211,0,0,False,False
Hrudaya Children Hospital,Andhra Pradesh,Anantapur,0,14.6749908,77.6032432,0,0,False,False
"Jeevana Jyothi Hospitals Ltd.,",Andhra Pradesh,Anantapur,0,17.4738037,78.5641765,0,0,False,False
Meda Nursing Home,Andhra Pradesh,Anantapur,0,14.6818877,77.6005911,0,0,False,False
Mnr Nursing Home,Andhra Pradesh,Anantapur,0,14.6723351,77.6018211,0,0,False,False
Mythri Hospitals,Andhra Pradesh,Anantapur,0,14.6867872,77.5832307,0,0,False,False
Padmavathi Hospital,Andhra Pradesh,Anantapur,0,15.3474564,75.1253824,0,0,False,False
Pavani Multi Speciality Hospital,Andhra Pradesh,Anantapur,0,14.6742267,77.6025251,0,0,False,False
Prasanthi Nursing Home,Andhra Pradesh,Anantapur,0,14.6818877,77.6005911,0,0,False,False
Priya Multispeciality Hospital,Andhra Pradesh,Anantapur,0,14.6723351,77.6018211,0,0,False,False
Ravitej Nursing Home,Andhra Pradesh,Anantapur,0,14.6805847,77.6000775,0,0,False,False
Santhi Nursing Home,Andhra Pradesh,Anantapur,0,13.9860276,77.7658783,0,0,False,False
Sri Sai Balaji Hospital,Andhra Pradesh,Anantapur,0,14.6818877,77.6005911,0,0,False,False
Sri Sai Kurpa Nursing Home,Andhra Pradesh,Anantapur,0,13.6340453,79.4157431,0,0,False,False
Sri Sai Venkateshwara Surgical Clinic,Andhra Pradesh,Anantapur,0,14.6818877,77.6005911,0,0,False,False
Sudhir Surgical Clinic,Andhra Pradesh,Anantapur,0,14.9093514,78.0060388,0,0,False,False
Suma Eye Clinic,Andhra Pradesh,Anantapur,0,14.6755437,77.6036802,0,0,False,False
Swetha Ent Hospital,Andhra Pradesh,Anantapur,0,14.6755437,77.6036802,0,0,False,False
Varun Children's Hospital,Andhra Pradesh,Anantapur,0,19.0627033,72.9297396,0,0,False,False
Venkat Sai Health Care Pvt Ltd ( Apollo Hospitals),Andhra Pradesh,Anantapur,0,14.6818877,77.6005911,0,0,False,False
Vijaya Nursing Home,Andhra Pradesh,Anantapur,0,14.6607456,77.6085681,0,0,False,False
Mamatha Nursing Home,Andhra Pradesh,Anantapur,0,13.0433764,80.1622367,0,0,False,False
Anantapuram Praja Vaidyasala,Andhra Pradesh,Anantapur,0,14.6735546,77.6081894,0,0,False,False
Balaji Nursing Home,Andhra Pradesh,Anantapur,0,14.6818877,77.6005911,0,0,False,False
Dr B V Syamala Ratnam Hospiatal,Andhra Pradesh,Anantapur,0,14.6818877,77.6005911,0,0,False,False
Girish Multispeciality Hospital,Andhra Pradesh,Anantapur,0,14.178135,77.2728241,0,0,False,False
Shilpa Hospital,Andhra Pradesh,Anantapur,0,13.8358978,77.5046101,0,0,False,False
Sreenivasa Nursing Home,Andhra Pradesh,Anantapur,0,13.8185378,77.4988753,0,0,False,False
Teja Nursing Home,Andhra Pradesh,Anantapur,0,13.8371751,77.4878898,0,0,False,False
Sharada Nursing Home and Falvia P Reddy Diagnostic,Andhra Pradesh,Anantapur,0,14.910003,78.0005407,0,0,False,False
Sri Kanchani Hospital,Andhra Pradesh,Anantapur,0,14.9070274,78.0092703,0,0,False,False
Devi Nursing Home,Andhra Pradesh,Anantapur,0,14.4137447,77.7126189,0,0,False,False
Spandana Hospital,Andhra Pradesh,Anantapur,0,14.4068919,77.7125679,0,0,False,False
Preethi Nursing Home,Andhra Pradesh,Anantapur,0,15.1622611,77.3826845,0,0,False,False
Dr. Ramalakshmi Nursing Home,Andhra Pradesh,Chittoor,0,13.217176,79.1003289,0,0,False,False
Dr. V. K. R. Nursing Home and Scan Centre,Andhra Pradesh,Chittoor,0,13.217176,79.1003289,0,0,False,False
Lakshmi Hospital,Andhra Pradesh,Chittoor,0,28.6481837,77.3709431,0,0,False,False
Sreelatha Modern Eye Hospital And Research Centre,Andhra Pradesh,Chittoor,0,13.217176,79.1003289,0,0,False,False
Sujatha Nursing Home,Andhra Pradesh,Chittoor,0,13.65,78.933333,0,0,False,False
Balaji Hospital,Andhra Pradesh,Chittoor,0,13.36592,78.5750141,0,0,False,False
Vijaya Nursing Home,Andhra Pradesh,Chittoor,0,13.36592,78.5750141,0,0,False,False
Balaji Multi Speciality Hospital,Andhra Pradesh,Chittoor,0,13.5508703,78.50597,0,0,False,False
Bhavya Child Care Center,Andhra Pradesh,Chittoor,0,13.5603491,78.5036065,0,0,False,False
Bhavyas Children Hospital,Andhra Pradesh,Chittoor,0,13.5508703,78.50597,0,0,False,False
Chandra Mohan's Nursing Home,Andhra Pradesh,Chittoor,0,13.5603491,78.5036065,0,0,False,False
Desai Hospital,Andhra Pradesh,Chittoor,0,13.5603491,78.5036065,0,0,False,False
Desai Hospital-Madanapalli,Andhra Pradesh,Chittoor,0,14.4656511,78.8330438,0,0,False,False
Emergency Hospital,Andhra Pradesh,Chittoor,0,18.4328566,79.1303578,0,0,False,False
Gupta Nursing Home,Andhra Pradesh,Chittoor,0,13.217176,79.1003289,0,0,False,False
Kathasagaram Hospitals,Andhra Pradesh,Chittoor,0,13.5529488,78.5086376,0,0,False,False
Leo Hospital,Andhra Pradesh,Chittoor,0,13.217176,79.1003289,0,0,False,False
M.V.L Hospital,Andhra Pradesh,Chittoor,0,13.5657237,78.5066868,0,0,False,False
Madanapalle Hospital Pvt Ltd,Andhra Pradesh,Chittoor,0,13.553374,78.5065719,0,0,False,False
Popular Nursing Home,Andhra Pradesh,Chittoor,0,30.3145962,78.0357476,0,0,False,False
Rama Orthopaedic Nursing Home,Andhra Pradesh,Chittoor,0,13.5603491,78.5036065,0,0,False,False
Shantharam Hospital,Andhra Pradesh,Chittoor,0,13.553374,78.5065719,0,0,False,False
Sri Kaveri Speciality Hospital,Andhra Pradesh,Chittoor,0,14.6818877,77.6005911,0,0,False,False
Usha Speciality Hospital,Andhra Pradesh,Chittoor,0,13.5603491,78.5036065,0,0,False,False
Viswa Orthopaedic Hospital,Andhra Pradesh,Chittoor,0,13.5603491,78.5036065,0,0,False,False
P E S Institute Of Medical Sciences and Research,Andhra Pradesh,Chittoor,0,12.7279579,78.3512397,0,0,False,False
Rathna Childrens and General Hospital,Andhra Pradesh,Chittoor,0,12.7510218,78.340196,0,0,False,False
Sri Priya Nursing Home,Andhra Pradesh,Chittoor,0,12.7470314,78.3330157,0,0,False,False
Apollo Multispeciality Hospital,Andhra Pradesh,Chittoor,0,13.6403071,79.4176391,0,0,False,False
Asalatha Medicare Pvt Lt,Andhra Pradesh,Chittoor,0,13.6320156,79.4260025,0,0,False,False
Balaji Institute Of Surgery Research And Rehabilit,Andhra Pradesh,Chittoor,0,13.217176,79.1003289,0,0,False,False
Balaji Orthopaedic And Trauma Hospital,Andhra Pradesh,Chittoor,0,13.6344095,79.425573,0,0,False,False
Bhaskar Allergy and Chest Hospital,Andhra Pradesh,Chittoor,0,13.6338436,79.4210045,0,0,False,False
Clinic Nisha,Andhra Pradesh,Chittoor,0,13.6338782,79.4195997,0,0,False,False
Dbr And Sk Super Speciality Hospital,Andhra Pradesh,Chittoor,0,13.6244611,79.4310052,0,0,False,False
Eye Care Centre and Contact Lens Clinic,Andhra Pradesh,Chittoor,0,13.6287557,79.4191795,0,0,False,False
Harshitha Hospital,Andhra Pradesh,Chittoor,0,13.6361446,79.4204532,0,0,False,False
M S Hospital,Andhra Pradesh,Chittoor,0,13.6781837,79.352188,0,0,False,False
M.M Hospital,Andhra Pradesh,Chittoor,0,13.6287557,79.4191795,0,0,False,False
Manohari Nursing Home,Andhra Pradesh,Chittoor,0,13.6302513,79.4118237,0,0,False,False
Meghana Hospital,Andhra Pradesh,Chittoor,0,13.6287557,79.4191795,0,0,False,False
Navya Netralaya Eye Hospital,Andhra Pradesh,Chittoor,0,13.217176,79.1003289,0,0,False,False
Neelima Maternity Nursing Home,Andhra Pradesh,Chittoor,0,13.6390013,79.4272041,0,0,False,False
Nirmala Hospitals,Andhra Pradesh,Chittoor,0,13.6287557,79.4191795,0,0,False,False
Om Children Surgical Superspeciality Centre,Andhra Pradesh,Chittoor,0,13.6361446,79.4204532,0,0,False,False
Prameela Hospital,Andhra Pradesh,Chittoor,0,13.6287557,79.4191795,0,0,False,False
Prashanth Hospital,Andhra Pradesh,Chittoor,0,13.6338436,79.4210045,0,0,False,False
Raghavendra Urological Super Speciality Hospital (Russh Hospital),Andhra Pradesh,Chittoor,0,13.6244611,79.4310052,0,0,False,False
Rama Nursing Home,Andhra Pradesh,Chittoor,0,13.6361446,79.4204532,0,0,False,False
Ramya Hospital,Andhra Pradesh,Chittoor,0,13.6365271,79.4127143,0,0,False,False
Ravi Neuro and Emergency Hospital - Chittoor,Andhra Pradesh,Chittoor,0,13.6287557,79.4191795,0,0,False,False
Sakthi Medicals,Andhra Pradesh,Chittoor,0,13.6361446,79.4204532,0,0,False,False
Shyamala Nursing Home,Andhra Pradesh,Chittoor,0,13.6368739,79.4144319,0,0,False,False
Sree Emergency and Crticial Care Hospital,Andhra Pradesh,Chittoor,0,13.6157076,79.4125828,0,0,False,False
Sri Chakra Hospitals,Andhra Pradesh,Chittoor,0,13.6361446,79.4204532,0,0,False,False
Sri Padmavathi Multi Speciality Hospital,Andhra Pradesh,Chittoor,0,23.0866456,72.5630236,0,0,False,False
Sri Ramadevi Multi Super Speciality Hospital,Andhra Pradesh,Chittoor,0,13.6388217,79.4204627,0,0,False,False
Sri Sai Sudha Hospitals,Andhra Pradesh,Chittoor,0,13.6361446,79.4204532,0,0,False,False
Sri Suraksha Hospital,Andhra Pradesh,Chittoor,0,13.217176,79.1003289,0,0,False,False
Sri Venkata Sai Hrudayalaya (The Heart Care Centre) - Tirupati,Andhra Pradesh,Chittoor,0,13.217176,79.1003289,0,0,False,False
Sri Venkateshwara Institute Of Medical Sciences,Andhra Pradesh,Chittoor,0,13.6287557,79.4191795,0,0,False,False
Sri Venkateswara Hospitals,Andhra Pradesh,Chittoor,0,26.896961,75.792554,0,0,False,False
Srinivasa Super Speciality Hospital,Andhra Pradesh,Chittoor,0,13.6287557,79.4191795,0,0,False,False
Suguna Nursing Home,Andhra Pradesh,Chittoor,0,13.6361446,79.4204532,0,0,False,False
Sviss Hospital,Andhra Pradesh,Chittoor,0,13.6095995,79.4489169,0,0,False,False
Swaranamrutha Hospital,Andhra Pradesh,Chittoor,0,13.6287557,79.4191795,0,0,False,False
Triveni Child Care Hospital,Andhra Pradesh,Chittoor,0,13.6361446,79.4204532,0,0,False,False
Venkataramana Heart And Maternity Hospital,Andhra Pradesh,Chittoor,0,13.6358027,79.420805,0,0,False,False
Vision Care Clinic,Andhra Pradesh,Chittoor,0,13.639101,79.4177213,0,0,False,False
Elite Hospital,Andhra Pradesh,Chittoor,0,13.6335087,79.4170539,0,0,False,False
Maha Hospitals,Andhra Pradesh,Chittoor,0,13.217176,79.1003289,0,0,False,False
Vennela Super Speciality Eye and Dental Hospital,Andhra Pradesh,Chittoor,0,28.6779455,77.3103012,0,0,False,False
Manasa Kidney Foundation,Andhra Pradesh,Chittoor,0,13.6452591,79.419089,0,0,False,False
Rushh Hospital,Andhra Pradesh,Chittoor,0,13.6370231,79.4206271,0,0,False,False
Swarna E.N.T Super Speciality Hosptial,Andhra Pradesh,Chittoor,0,13.6287557,79.4191795,0,0,False,False
Swarnamurtha Hospital,Andhra Pradesh,Chittoor,0,13.633255,79.4552064,0,0,False,False
Sri Sai Nursing Home,Andhra Pradesh,Chittoor,0,12.7686756,75.2070644,0,0,False,False
C.S.I. Hospital,Andhra Pradesh,Chittoor,0,13.3200519,79.585628,0,0,False,False
Chaitanya Childrens Hospital,Andhra Pradesh,Chittoor,0,13.7392101,79.7119419,0,0,False,False
Eswari Nursing Home,Andhra Pradesh,Chittoor,0,13.217176,79.1003289,0,0,False,False
Sai Kanthi Eye Hospital,Andhra Pradesh,Chittoor,0,13.217176,79.1003289,0,0,False,False
Vani Priya Hospital,Andhra Pradesh,Chittoor,0,22.5657131,88.3557301,0,0,False,False
Balaji Nursing Home,Andhra Pradesh,Y.S.R.,Kadapa,14.480391,78.8340173,0,0,False,False
Jyothi Nursing Home,Andhra Pradesh,Y.S.R.,Kadapa,17.6651796,75.8970483,0,0,False,False
K.C.M. Hospital,Andhra Pradesh,Y.S.R.,Kadapa,19.0266349,72.8594614,0,0,False,False
Palla Krishnaiah Memorial And Nursing Home,Andhra Pradesh,Y.S.R.,Kadapa,14.4701485,78.8297701,0,0,False,False
Sri Krishna Sahithi Eye Hospital,Andhra Pradesh,Y.S.R.,Kadapa,14.4701485,78.8297701,0,0,False,False
Srija Rainbow Childrens Hospital,Andhra Pradesh,Y.S.R.,Kadapa,14.4783864,78.8252721,0,0,False,False
Tata Reddy Ramalinga Reddy Nursing Home,Andhra Pradesh,Y.S.R.,Kadapa,14.686981,78.3909238,0,0,False,False
Vurimi Savitramma Cardiac Centre,Andhra Pradesh,Y.S.R.,Kadapa,14.4701485,78.8297701,0,0,False,False
Dr G R K R Multi Speciality Hospitals,Andhra Pradesh,Y.S.R.,Kadapa,14.480391,78.8340173,0,0,False,False
Sri Satya Sai Hospital,Andhra Pradesh,Y.S.R.,Kadapa,13.0311046,80.2720822,0,0,False,False
Usha Rani Nursing Home,Andhra Pradesh,Y.S.R.,Kadapa,17.7266953,83.3054733,0,0,False,False
Vishnu Nursing Home,Andhra Pradesh,Y.S.R.,Kadapa,13.9518505,79.3492863,0,0,False,False
Sree Durgaa Nursing Home,Andhra Pradesh,Y.S.R.,Kadapa,14.1965314,79.1563718,0,0,False,False
Sri Sai Nursing Home,Andhra Pradesh,Y.S.R.,Kadapa,14.2050808,79.1549173,0,0,False,False
Madhavi Nursing Home,Andhra Pradesh,Y.S.R.,Kadapa,14.0585458,78.7518863,0,0,False,False
Abhilash Netra Vidyasala,Andhra Pradesh,Y.S.R.,Kadapa,14.7491864,78.5531577,0,0,False,False
B. G. R. Hospital,Andhra Pradesh,Y.S.R.,Kadapa,14.7500333,78.5478809,0,0,False,False
Bhavya Nursing Home,Andhra Pradesh,Y.S.R.,Kadapa,14.7500333,78.5478809,0,0,False,False
Cnr Nursing Home,Andhra Pradesh,Y.S.R.,Kadapa,14.7491864,78.5531577,0,0,False,False
Kalyana Chakravarthy Hospitals - Proddatur,Andhra Pradesh,Y.S.R.,Kadapa,14.7528736,78.5514834,0,0,False,False
Kathya Nursing Home,Andhra Pradesh,Y.S.R.,Kadapa,14.7512835,78.5497493,0,0,False,False
Lakshmi Kishore Hospital,Andhra Pradesh,Y.S.R.,Kadapa,26.1781993,91.773379,0,0,False,False
Orthopaedic And Maternity Hospital,Andhra Pradesh,Y.S.R.,Kadapa,14.7491864,78.5531577,0,0,False,False
Shree Veja Nursing Home,Andhra Pradesh,Y.S.R.,Kadapa,14.7500333,78.5478809,0,0,False,False
Siva Nursing Home,Andhra Pradesh,Y.S.R.,Kadapa,14.7500333,78.5478809,0,0,False,False
Swarup Eye Hospital and Laser Center,Andhra Pradesh,Y.S.R.,Kadapa,14.7600159,78.5393058,0,0,False,False
Vaatsalya Hospital,Andhra Pradesh,Y.S.R.,Kadapa,14.7491864,78.5531577,0,0,False,False
Vijaya Eye Hospital,Andhra Pradesh,Y.S.R.,Kadapa,14.7500333,78.5478809,0,0,False,False
Nikhil Nursing Home,Andhra Pradesh,Y.S.R.,Kadapa,14.7528736,78.5514834,0,0,False,False
Sree Tati Reddy Ramalinga Reddy Nursing Home,Andhra Pradesh,Y.S.R.,Kadapa,14.686981,78.3909238,0,0,False,False
Sri Thati Reddy Ramalinga Reddy Nursing Home,Andhra Pradesh,Y.S.R.,Kadapa,14.6857186,78.3909785,0,0,False,False
Venkata Sai Baradwaja Hospital,Andhra Pradesh,Y.S.R.,Kadapa,14.8474197,78.3899108,0,0,False,False
7 Star Superspeciality Hospital,Andhra Pradesh,East Godavari,0,32.458567,74.5000465,0,0,False,False
Apollo Samudra Hospitals,Andhra Pradesh,East Godavari,0,17.0769388,82.1385327,0,0,False,False
Bharani Hospital,Andhra Pradesh,East Godavari,0,16.9890648,82.2474648,0,0,False,False
Care Emergency Hospital,Andhra Pradesh,East Godavari,0,29.5160925,74.5877445,0,0,False,False
Christian Cancer Center,Andhra Pradesh,East Godavari,0,16.9837142,82.2404611,0,0,False,False
Haritha Hospitals,Andhra Pradesh,East Godavari,0,16.9482342,82.2528975,0,0,False,False
Kakinada Nursing Home,Andhra Pradesh,East Godavari,0,16.9890648,82.2474648,0,0,False,False
Life Line Emergency Hospital,Andhra Pradesh,East Godavari,0,17.0769388,82.1385327,0,0,False,False
Raghava 24 Hrs Emergency Hospital,Andhra Pradesh,East Godavari,0,16.9640729,82.2329395,0,0,False,False
Sai Sudha Hospital,Andhra Pradesh,East Godavari,0,16.9482342,82.2528975,0,0,False,False
Shravani Ent Hospital,Andhra Pradesh,East Godavari,0,16.9558071,82.2330899,0,0,False,False
Siddhartha Hospital,Andhra Pradesh,East Godavari,0,16.954694,82.2327304,0,0,False,False
Sri Gowthami Nursing Home,Andhra Pradesh,East Godavari,0,16.9890648,82.2474648,0,0,False,False
Sri Lalitha Hospitals Institute Of Lap Surgery And Training,Andhra Pradesh,East Godavari,0,16.9510095,82.2365598,0,0,False,False
Sri Srinivasa Orthopaedic Centre and Nursing Home,Andhra Pradesh,East Godavari,0,16.9890648,82.2474648,0,0,False,False
Srihitha Children Hospital,Andhra Pradesh,East Godavari,0,17.0005383,81.8040345,0,0,False,False
Vijaya Nursing Home,Andhra Pradesh,East Godavari,0,16.9639769,82.2236918,0,0,False,False
Vishwanadha Eye and Maternity Hospital,Andhra Pradesh,East Godavari,0,17.0005383,81.8040345,0,0,False,False
Bhanu Nursing Home and Eye Hospital,Andhra Pradesh,East Godavari,0,34.1255413,74.9442585,0,0,False,False
Mother and Child Hospital,Andhra Pradesh,East Godavari,0,16.9754085,82.2352397,0,0,False,False
Nayana Eye Care,Andhra Pradesh,East Godavari,0,16.9695602,82.2388249,0,0,False,False
Ramalingeswara Nursing Home,Andhra Pradesh,East Godavari,0,16.9506495,82.2333585,0,0,False,False
Saipriya Maternity Hospital,Andhra Pradesh,East Godavari,0,16.9890648,82.2474648,0,0,False,False
Kasturi Nursing Home,Andhra Pradesh,East Godavari,0,16.9890648,82.2474648,0,0,False,False
Poly Clinic and Hospital,Andhra Pradesh,East Godavari,0,12.6670587,79.2782323,0,0,False,False
Ravichandra Hospital,Andhra Pradesh,East Godavari,0,16.9890648,82.2474648,0,0,False,False
Sanjivi Orthopaedic Hospital,Andhra Pradesh,East Godavari,0,16.9663046,82.2270885,0,0,False,False
Sri Sai Raghavendra Super Specialities Hospital,Andhra Pradesh,East Godavari,0,16.9890648,82.2474648,0,0,False,False
Sri Venkata Chalapathi Nursing Home,Andhra Pradesh,East Godavari,0,16.9890648,82.2474648,0,0,False,False
Sri Venugopal Hospital,Andhra Pradesh,East Godavari,0,16.9890648,82.2474648,0,0,False,False
Sudha Urology And Andrology Hospital,Andhra Pradesh,East Godavari,0,16.9663046,82.2270885,0,0,False,False
Surya Global Hospitals,Andhra Pradesh,East Godavari,0,16.9607952,82.2282795,0,0,False,False
Vasan Eye Care Hospital,Andhra Pradesh,East Godavari,0,16.9663046,82.2270885,0,0,False,False
Srikiran Institute Of Ophthalmology,Andhra Pradesh,East Godavari,0,16.9890648,82.2474648,0,0,False,False
Sushrutha Hospital,Andhra Pradesh,East Godavari,0,16.9967552,82.2569717,0,0,False,False
Sri Srinivasa Nursing Home,Andhra Pradesh,East Godavari,0,16.9523477,82.1305609,0,0,False,False
Abhay Nursing Home,Andhra Pradesh,East Godavari,0,17.3977354,78.5095841,0,0,False,False
Aravindam Ortho and Physio Centre,Andhra Pradesh,East Godavari,0,17.0005383,81.8040345,0,0,False,False
Aruna Hospital and Poly Clinic,Andhra Pradesh,East Godavari,0,16.9955344,81.777335,0,0,False,False
Bhaskara Raju Children Hospital,Andhra Pradesh,East Godavari,0,17.0085074,81.7903215,0,0,False,False
Sri Satya Nursing Home,Andhra Pradesh,East Godavari,0,16.9955344,81.777335,0,0,False,False
Sri Srinivasa Hospitals,Andhra Pradesh,East Godavari,0,11.0216153,76.9512637,0,0,False,False
Sri Venkateswara Hospitals,Andhra Pradesh,East Godavari,0,17.0005383,81.8040345,0,0,False,False
Abhaya Emergency Centre,Andhra Pradesh,East Godavari,0,17.025988,81.785442,0,0,False,False
Alert Emergency Hospital,Andhra Pradesh,East Godavari,0,17.0085074,81.7903215,0,0,False,False
Ammanna Memorial Murtys Neuro Super Speciality Ho,Andhra Pradesh,East Godavari,0,17.0068895,81.7829842,0,0,False,False
Aruna Hospital and Polyclinic,Andhra Pradesh,East Godavari,0,16.9937064,81.7762669,0,0,False,False
Bharadwaja Heart and Maternity Centre,Andhra Pradesh,East Godavari,0,17.0112469,81.7827774,0,0,False,False
Bhavani Nursing Home,Andhra Pradesh,East Godavari,0,17.048743,81.799831,0,0,False,False
Buddudu Orthopeadic Hospital,Andhra Pradesh,East Godavari,0,17.0096947,81.7760339,0,0,False,False
Coastal Cardiac And Maternity Centre,Andhra Pradesh,East Godavari,0,17.0068895,81.7829842,0,0,False,False
Geetha Mullapudi Sperspeciality Dental Hospital,Andhra Pradesh,East Godavari,0,17.0005383,81.8040345,0,0,False,False
Gowthami Nursing Home,Andhra Pradesh,East Godavari,0,17.0085074,81.7903215,0,0,False,False
Harsha Hospitals,Andhra Pradesh,East Godavari,0,17.0085074,81.7903215,0,0,False,False
Kamalakar Hospital,Andhra Pradesh,East Godavari,0,17.0068375,81.7875023,0,0,False,False
Krishna Nursing Home,Andhra Pradesh,East Godavari,0,17.0112469,81.7827774,0,0,False,False
Nest Hospital,Andhra Pradesh,East Godavari,0,17.0068895,81.7829842,0,0,False,False
Netra Eye Care,Andhra Pradesh,East Godavari,0,17.0005383,81.8040345,0,0,False,False
Prasanthi Nursing Home,Andhra Pradesh,East Godavari,0,17.0015368,81.7899798,0,0,False,False
Raja Neuro And Multi Speciality Hospital Pvt Ltd,Andhra Pradesh,East Godavari,0,11.021315,76.970487,0,0,False,False
Rajahmundry Orthopedic Hospital,Andhra Pradesh,East Godavari,0,17.4404903,78.4739384,0,0,False,False
Ratna Orthopaedic Center,Andhra Pradesh,East Godavari,0,17.0068895,81.7829842,0,0,False,False
Sanjana Orthopaedic Hospital,Andhra Pradesh,East Godavari,0,17.0068895,81.7829842,0,0,False,False
Sreya Medical Speciality Centre,Andhra Pradesh,East Godavari,0,17.0068895,81.7829842,0,0,False,False
Sri Ramadas Hospitals,Andhra Pradesh,East Godavari,0,17.0112469,81.7827774,0,0,False,False
"Sri Suguna Children,S Hospital",Andhra Pradesh,East Godavari,0,17.0068895,81.7829842,0,0,False,False
Surya Hospital,Andhra Pradesh,East Godavari,0,17.0068375,81.7875023,0,0,False,False
Swetha Hospitals - Rajahmundry,Andhra Pradesh,East Godavari,0,17.006802,81.7830251,0,0,False,False
V.B. Chest Institute,Andhra Pradesh,East Godavari,0,17.0039159,81.7948734,0,0,False,False
Vijaya Hospital,Andhra Pradesh,East Godavari,0,17.0021675,81.7855401,0,0,False,False
Akira Eye Hospital,Andhra Pradesh,East Godavari,0,17.0151123,81.7725499,0,0,False,False
Dr A V R Ananda Rao Memorial Eye Clinic,Andhra Pradesh,East Godavari,0,17.0100744,81.7724645,0,0,False,False
Kranti Nursing Home,Andhra Pradesh,East Godavari,0,17.0005383,81.8040345,0,0,False,False
Royal Hospital,Andhra Pradesh,East Godavari,0,17.0005383,81.8040345,0,0,False,False
Siddhartha Orthopaedic Hospital and Polyclinic,Andhra Pradesh,East Godavari,0,17.0096947,81.7760339,0,0,False,False
Sree Latha Hospital,Andhra Pradesh,East Godavari,0,17.0151123,81.7725499,0,0,False,False
Sri Ram Nursing Home,Andhra Pradesh,East Godavari,0,17.0005383,81.8040345,0,0,False,False
Sri Srinivasa Orthopaedic Hospital,Andhra Pradesh,East Godavari,0,17.0005383,81.8040345,0,0,False,False
Chaitanya Nursing Home,Andhra Pradesh,East Godavari,0,17.0209155,81.7711827,0,0,False,False
Swatantra Hospitals,Andhra Pradesh,East Godavari,0,17.0127714,81.7782905,0,0,False,False
Saiteja Hospital,Andhra Pradesh,East Godavari,0,17.0320097,81.8101386,0,0,False,False
Adarsh Multi Speciality Hospital and Neuro Center,Andhra Pradesh,East Godavari,0,13.0560527,80.2184139,0,0,False,False
Adarsha Hospital,Andhra Pradesh,East Godavari,0,16.567804,81.9972968,0,0,False,False
Care Hospital,Andhra Pradesh,East Godavari,0,16.4075276,81.7886325,0,0,False,False
Konaseema Institute Of Medical Sciences,Andhra Pradesh,East Godavari,0,16.5720904,82.0008548,0,0,False,False
Konaseema Institute Of Medical Sciences,Andhra Pradesh,East Godavari,0,16.5720904,82.0008548,0,0,False,False
Konaseva Institute Of Medical Science,Andhra Pradesh,East Godavari,0,15.2913649,75.1458943,0,0,False,False
Rohine Mother and Child Care Hospital,Andhra Pradesh,East Godavari,0,16.5720904,82.0008548,0,0,False,False
Sai Leela Orthopaedic Hospital,Andhra Pradesh,East Godavari,0,16.5720904,82.0008548,0,0,False,False
Sri Konaseema Specialities Hospital,Andhra Pradesh,East Godavari,0,16.567804,81.9972968,0,0,False,False
Sri Venkateswara Nursing Home,Andhra Pradesh,East Godavari,0,16.573678,81.999496,0,0,False,False
V.N.Nursing Home,Andhra Pradesh,East Godavari,0,16.567804,81.9972968,0,0,False,False
Janatha Hospital,Andhra Pradesh,East Godavari,0,16.6414998,82.1042955,0,0,False,False
Sree Sravana Nursing Home,Andhra Pradesh,East Godavari,0,16.7160148,81.8957846,0,0,False,False
Sri Venkateswara Nursing Home,Andhra Pradesh,East Godavari,0,17.4986709,81.9998367,0,0,False,False
Sri Maha Laxmi Nursing Home,Andhra Pradesh,East Godavari,0,16.517212,81.8702795,0,0,False,False
Vijaya Laxmi Nursing Home,Andhra Pradesh,East Godavari,0,16.9999058,81.7735238,0,0,False,False
Ravi Nursing Home,Andhra Pradesh,East Godavari,0,17.3036498,82.2101462,0,0,False,False
Sri Sai Bhramarambika Nursing Home,Andhra Pradesh,East Godavari,0,16.4242668,81.7185253,0,0,False,False
Vrd Care Hospital,Andhra Pradesh,East Godavari,0,17.063139,81.2917971,0,0,False,False
Adarsh Nursing Home,Andhra Pradesh,East Godavari,0,16.8349808,82.0302926,0,0,False,False
Kamala Nursing Home,Andhra Pradesh,East Godavari,0,16.8372408,82.0325401,0,0,False,False
Sri Venkateshwara Nursign Home,Andhra Pradesh,East Godavari,0,13.0906485,80.1555927,0,0,False,False
Sri Madhavananda Speciality Hospital,Andhra Pradesh,East Godavari,0,16.7914449,82.0597816,0,0,False,False
Santhi Childrens Hospital,Andhra Pradesh,East Godavari,0,16.8652942,81.9261999,0,0,False,False
