Hospital_Name,State,District,Subdistrict,lat,lon,beds,doctors,has_emergency,has_ambulance
Mch Unit Cheruppa,Kerala,Kozhikode,0,11.2587531,75.78041,0,0,False,False
"Government Medical College, Kozhikode",Kerala,Kozhikode,0,11.2703204,75.8302854,0,0,True,False
City Hospital,Kerala,Malappuram,0,10.9146271,75.9220929,0,0,False,False
Tirur Mission Hospital,Kerala,Malappuram,0,11.0731819,76.0739999,0,0,False,False
Al Noor Hospital,Kerala,Ernakulam,0,9.9816358,76.2998842,0,0,False,False
Soorya Hospital,Kerala,Malappuram,0,10.8905807,75.920557,0,0,False,False
Ahalia Foundation Eye Hospital,Kerala,Malappuram,0,11.1202984,76.1199677,0,0,False,False
Prasanthi Hitech Hospital,Kerala,Malappuram,0,11.1737849,76.007791,0,0,False,False
Korambayil Hospital - Manjeri,Kerala,Malappuram,0,11.1202984,76.1199677,0,0,False,False
Maanu Memorial Hospital,Kerala,Malappuram,0,11.1261081,76.1131495,0,0,False,False
Daya Hospital,Kerala,Malappuram,0,11.0731819,76.0739999,0,0,False,False
Almas Hospital,Kerala,Malappuram,0,10.9984999,75.9963928,0,0,False,False
Arya Vaidya Sala Kottakkal,Kerala,Malappuram,0,11.000112,75.9988311,0,0,False,False
Pg Mediacal Trust Hospital,Kerala,Malappuram,0,11.279432,76.239785,0,0,False,False
M. K. Haji Orphanage Hospital,Kerala,Malappuram,0,11.0353649,75.9272401,0,0,False,False
P.M.S.A Memorial Malappuram District  Co.Op Hospital Ltd,Kerala,Malappuram,0,11.0731819,76.0739999,0,0,False,False
Orchid Kpm Hospital,Kerala,Malappuram,0,11.051046,76.069959,0,0,False,False
Nizar Hospital,Kerala,Malappuram,0,11.0731819,76.0739999,0,0,False,False
Family Polyclinic,Kerala,Malappuram,0,10.9755349,76.2305308,0,0,False,False
Ramdas Clinic and Nursing Home,Kerala,Malappuram,0,10.9755349,76.2305308,0,0,False,False
S R D Ayurvedics,Kerala,Malappuram,0,10.9062988,76.1943129,0,0,False,False
Nims Hospital,Kerala,Malappuram,0,11.1936606,76.2388682,0,0,False,False
B. M.Hospital,Kerala,Malappuram,0,11.2157004,76.1409612,0,0,False,False
Devi Nursing Home,Kerala,Malappuram,0,11.279432,76.239785,0,0,False,False
Elamkulam Hospital,Kerala,Malappuram,0,11.1925431,76.2375625,0,0,False,False
Grace Speciality Hospital,Kerala,Malappuram,0,11.0731819,76.0739999,0,0,False,False
Moulana Hospital,Kerala,Malappuram,0,10.9826402,76.225023,0,0,False,False
Sacred Heart Multi Speciality Hospital,Kerala,Malappuram,0,11.0731819,76.0739999,0,0,False,False
Mar Thoma Mission Hospital,Kerala,Malappuram,0,11.3310717,76.2728934,0,0,False,False
Sukapuram Hospital,Kerala,Malappuram,0,11.0731819,76.0739999,0,0,False,False
Edappal Hospitals (P) Ltd,Kerala,Malappuram,0,10.7838616,76.0075945,0,0,False,False
Rayhan Eye Hospital and Laser Centre,Kerala,Malappuram,0,11.2587531,75.78041,0,0,False,False
Najath Hospital,Kerala,Malappuram,0,10.7878432,75.9751408,0,0,False,False
C.K.J. Clinic,Kerala,Palakkad,0,10.7867303,76.6547932,0,0,False,False
Kerala Nursing Home,Kerala,Palakkad,0,10.7867303,76.6547932,0,0,False,False
Palat Memorial Hospital,Kerala,Palakkad,0,10.7652492,76.6549587,0,0,False,False
Sarada Nursing Home,Kerala,Palakkad,0,10.7867303,76.6547932,0,0,False,False
The Palakkad Hospital and Research Centre,Kerala,Palakkad,0,10.7867303,76.6547932,0,0,False,False
Trinity Eye Centre,Kerala,Palakkad,0,10.7867303,76.6547932,0,0,False,False
Dr Menons Hospital,Kerala,Palakkad,0,10.799477,76.6427152,0,0,False,False
Sai Nursing Home,Kerala,Palakkad,0,10.799477,76.6427152,0,0,False,False
Seventh Day Adventist Hospital,Kerala,Palakkad,0,10.7746325,76.3608343,0,0,False,False
United Hospital,Kerala,Palakkad,0,10.7673312,76.6479151,0,0,False,False
Lakshmi Hospital,Kerala,Palakkad,0,10.7867303,76.6547932,0,0,False,False
Palghat Poly Clinic,Kerala,Palakkad,0,10.7867303,76.6547932,0,0,False,False
Dr T Madhavi Amma Medical Trust,Kerala,Palakkad,0,10.7867303,76.6547932,0,0,False,False
Crescent Hospital,Kerala,Palakkad,0,10.8740477,76.1394822,0,0,False,False
Santhigiri Ayurveda Medical College and Hospital,Kerala,Palakkad,0,10.7867303,76.6547932,0,0,False,False
Mannarkad Nursing Home,Kerala,Palakkad,0,10.9913101,76.4556545,0,0,False,False
Assumption Hospital,Kerala,Palakkad,0,10.9918043,76.5285913,0,0,False,False
Ahalia Foundation Eye Hospital,Kerala,Palakkad,0,10.7521231,76.7430308,0,0,False,False
Paalana Institute Of Medical Sciences,Kerala,Palakkad,0,10.7867303,76.6547932,0,0,False,False
Narayana Ayurveda Chikithsalayam,Kerala,Palakkad,0,10.5997453,76.5473781,0,0,False,False
Aswini Hospital,Kerala,Palakkad,0,10.7867303,76.6547932,0,0,False,False
Nandavanam Ayurvedic Hospitals,Kerala,Palakkad,0,10.7722644,76.3695167,0,0,False,False
Comtrust Ottapalam Eye Care Hospital,Kerala,Palakkad,0,10.7848554,76.3738576,0,0,False,False
K.A.Samajam Hospital and Nursing Home,Kerala,Palakkad,0,10.7676064,76.2652909,0,0,False,False
Sutharia,Kerala,Palakkad,0,10.7676064,76.2652909,0,0,False,False
Sanjeevani Hospital Pvt Ltd,Kerala,Palakkad,0,10.7676064,76.2652909,0,0,False,False
Keraleeyaayurveda Samajam Hospital,Kerala,Palakkad,0,10.7676064,76.2652909,0,0,False,False
Ahalia Ayurvedic Hospital,Kerala,Palakkad,0,10.7917861,76.829238,0,0,False,False
Nila Hospital ( Pvt) Ltd,Kerala,Palakkad,0,10.8067836,76.1964852,0,0,False,False
Karunya Hospital,Kerala,Palakkad,0,10.8831068,76.0763111,0,0,False,False
Poonthottam Ayurvedasram Hospital,Kerala,Palakkad,0,10.8854118,76.3724106,0,0,False,False
Parakkottil Krishnan Memorial Ayurvediac Reaserch,Kerala,Palakkad,0,10.906673,76.4158129,0,0,False,False
P K Das Institute Of Medical Sciences,Kerala,Palakkad,0,10.7822886,76.3269586,0,0,False,False
Valluvanad Hospital,Kerala,Palakkad,0,10.7867303,76.6547932,0,0,False,False
Cns Ayurveda Chikitsalayam and Research Center,Kerala,Palakkad,0,10.8030227,76.1348944,0,0,False,False
Vaidyamadham Vaidyasala and Nursing Home,Kerala,Palakkad,0,10.8030227,76.1348944,0,0,False,False
Guru Kripa Heritage Ayurvedic Treatment,Kerala,Palakkad,0,10.7867303,76.6547932,0,0,False,False
Karuna Medical College,Kerala,Palakkad,0,10.7002756,76.7394237,0,0,True,False
I Vision Eye Hospital A Unit Of Jasm Eye Hospital Pvt Ltd,Kerala,Pathanamthitta,0,9.3834522,76.574057,0,0,False,False
Mary Queens Mission Hospital,Kerala,Pathanamthitta,0,9.3834522,76.574057,0,0,False,False
Pushpagiri Institute Of Medical Science And Research Centre,Kerala,Pathanamthitta,0,9.3915626,76.5797068,0,0,False,False
Tiruvalla Medical Mission,Kerala,Pathanamthitta,0,9.3834522,76.574057,0,0,False,False
Archana Hospital,Kerala,Pathanamthitta,0,9.2647582,76.7870414,0,0,False,False
Christian Mission Hospital,Kerala,Pathanamthitta,0,9.2215872,76.6788982,0,0,False,False
Nss Medical Mission Hospital,Kerala,Pathanamthitta,0,9.2250669,76.6784746,0,0,False,False
Changethu Ayurveda Hospital,Kerala,Pathanamthitta,0,9.2250669,76.6784746,0,0,False,False
Medical Trust Hospital,Kerala,Pathanamthitta,0,9.2465401,76.6730348,0,0,False,False
Ambolil Ayurvedic Research Centre,Kerala,Pathanamthitta,0,9.1023586,76.8360578,0,0,False,False
Fellowship Mission Hospital,Kerala,Pathanamthitta,0,9.3651416,76.6557102,0,0,False,False
S N Nursing Home,Kerala,Pathanamthitta,0,9.2647582,76.7870414,0,0,False,False
St Gregorios Vascular Centre,Kerala,Pathanamthitta,0,9.3425013,76.5343233,0,0,False,False
Mar Gregorious Memorial Muthoot Medical Center,Kerala,Pathanamthitta,0,9.3383655,76.7166444,0,0,False,False
Mgm Muthoot Medical Centre,Kerala,Pathanamthitta,0,9.3383655,76.7166444,0,0,False,False
Poyanil Hospital,Kerala,Pathanamthitta,0,9.3378888,76.7037146,0,0,False,False
Changethu Bhaskaran Nair Memorial Hospital,Kerala,Pathanamthitta,0,9.2647582,76.7870414,0,0,False,False
Geo Medical Trust Superspeciality Hospital,Kerala,Pathanamthitta,0,9.2647582,76.7870414,0,0,False,False
Holy Cross Hospital Adoor,Kerala,Pathanamthitta,0,9.2668196,76.789553,0,0,False,False
Sabitha Eye Care Hospital,Kerala,Pathanamthitta,0,9.2647582,76.7870414,0,0,False,False
Swami Saswathikananda Mission Hospital,Kerala,Pathanamthitta,0,9.2267063,76.8496779,0,0,False,False
Mulamoottil Eye Hospital,Kerala,Pathanamthitta,0,9.2647582,76.7870414,0,0,False,False
Menathottam Hospital,Kerala,Pathanamthitta,0,9.3865694,76.7855551,0,0,False,False
Believers Church Medical Centre,Kerala,Pathanamthitta,0,9.2267063,76.8496779,0,0,False,False
Chc Konni,Kerala,Pathanamthitta,0,9.2267063,76.8496779,0,0,False,False
Peniel Hospital,Kerala,Pathanamthitta,0,9.0917068,76.8568712,0,0,False,False
Maria Hospital,Kerala,Pathanamthitta,0,9.1512395,76.7307663,0,0,False,False
General Hospital Adoor,Kerala,Pathanamthitta,0,9.2647582,76.7870414,0,0,True,False
M.E.S Medical College,Kerala,Perintalmanna,0,10.9755349,76.2305308,0,0,True,False
Pushpagiri Medical College,Kerala,Pathanamthitta,0,9.3834522,76.574057,0,0,True,False
Arumana Hospital,Kerala,Thiruvananthapuram,0,8.4820384,76.9376776,0,0,False,False
Government Taliparamba Hospital,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Gowreesha Hospital,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
India Hospital (Unit Of Manhattan Hospital Pvt. Ltd.),Kerala,Thiruvananthapuram,0,8.4900906,76.9535038,0,0,False,False
Janaki Nursing Home Tsunami Project Only),Kerala,Thiruvananthapuram,0,8.6832224,76.7710316,0,0,False,False
Regional Institute Of Ophthalmology,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Ruckmoni Memorial Devi Hospital,Kerala,Thiruvananthapuram,0,8.4452383,77.1946172,0,0,False,False
Saravana Hospital,Kerala,Thiruvananthapuram,0,13.0501141,80.2560144,0,0,False,False
Sut Hospital,Kerala,Thiruvananthapuram,0,8.5207295,76.9422873,0,0,False,False
Chelsa Hospital and Surgical Centre,Kerala,Thiruvananthapuram,0,8.4848542,76.9772675,0,0,False,False
Government Ayurveda College Hospital Thiruvanantha,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Chaithanya Eye Hospital and Research Institute,Kerala,Thiruvananthapuram,0,8.5292277,76.9398195,0,0,False,False
Cosmopolitan Hospital P. Ltd. - Pattom,Kerala,Thiruvananthapuram,0,8.5154788,76.9353556,0,0,False,False
Dr. Pai Heart Foundation,Kerala,Thiruvananthapuram,0,8.619466,76.8987284,0,0,False,False
Meditrina Hospital,Kerala,Thiruvananthapuram,0,8.5207295,76.9422873,0,0,False,False
Sree Uthradom Thirunal Hospital - Thiruvananthapuram,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Blessing Hospital,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Dr Govindans Hospital,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Kolath Medical Center Pvt Ltd,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Punarjani Institute Of Medical Sciences and Research Center,Kerala,Thiruvananthapuram,0,8.5429051,76.9672172,0,0,False,False
"Santhwana Hospital Pvtltd ,",Kerala,Thiruvananthapuram,0,8.5352544,76.9578167,0,0,False,False
Sut Mother and Baby Hospital,Kerala,Thiruvananthapuram,0,8.4718533,76.9517797,0,0,False,False
Ahalia Foundation Eye Hospital,Kerala,Thiruvananthapuram,0,8.5261795,76.9282623,0,0,False,False
Bhavani Arogyanikethanam,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Chakrabarti Eye Care Centre,Kerala,Thiruvananthapuram,0,8.529724,76.9285942,0,0,False,False
Credence Hospital Private Limited,Kerala,Thiruvananthapuram,0,8.531261,76.9232363,0,0,False,False
Divya Prabha Eye Hospital,Kerala,Thiruvananthapuram,0,8.5117111,76.9274438,0,0,False,False
Medical Mission Hospital,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Regional Cancer Centre,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Sanjeevani Ayurveda Hospitaland Research Institute,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Sree Chitra Tirunal Institute For Medical Science,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Vanchinad Hospitals,Kerala,Thiruvananthapuram,0,8.5371371,76.9271385,0,0,False,False
Medical College Hospital,Kerala,Thiruvananthapuram,0,8.4915016,76.9538624,0,0,False,False
Sp Fort Hospital,Kerala,Thiruvananthapuram,0,8.4810022,76.9427006,0,0,False,False
Vasudeva Vilasam Aryavaidyasala and Nursing Home,Kerala,Thiruvananthapuram,0,8.4810022,76.9427006,0,0,False,False
Avittam Ayurvedic Centre,Kerala,Thiruvananthapuram,0,8.4939339,76.9282948,0,0,False,False
Al Arif Hospital,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Chc Poonthura,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Chc Pulluvila,Kerala,Thiruvananthapuram,0,8.3474119,77.037736,0,0,False,False
B.N.V. Hospital,Kerala,Thiruvananthapuram,0,8.4478996,76.9556643,0,0,False,False
S U T Medical College Hospital,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Kerala Institute Of Medical Sciences (Kims),Kerala,Thiruvananthapuram,0,8.51387,76.9160436,0,0,False,False
Sutami,Kerala,Thiruvananthapuram,0,8.5170719,76.9772675,0,0,False,False
Jubilee Memorial Hospital,Kerala,Thiruvananthapuram,0,8.5475731,76.9205175,0,0,False,False
Anadiyil Hospital,Kerala,Thiruvananthapuram,0,8.518707,76.9421468,0,0,False,False
Samad Ivf Hospitals,Kerala,Thiruvananthapuram,0,8.4984411,76.9347827,0,0,False,False
Triveni Nursing Home,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
C.S.I. Mission Hospital,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Ponnambalam Child Care,Kerala,Thiruvananthapuram,0,8.388904,77.0886658,0,0,False,False
Rollands Hospital,Kerala,Thiruvananthapuram,0,8.401648,77.0871199,0,0,False,False
Chc Perumkadavila,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Mangala Medical Centre,Kerala,Thiruvananthapuram,0,28.5077961,77.2311749,0,0,False,False
Sivagiri Sreenarayana Medical Mission Hospital (Ssnmm),Kerala,Thiruvananthapuram,0,8.7378685,76.7163359,0,0,False,False
Stavyah Lifecare Services Pvt Ltd,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
R.V. Hospital,Kerala,Thiruvananthapuram,0,8.4943246,76.9398195,0,0,False,False
Swami Hospital,Kerala,Thiruvananthapuram,0,8.6196987,76.8261695,0,0,False,False
Medical Trust Hospital And Maternity Home,Kerala,Thiruvananthapuram,0,8.4230754,77.0445592,0,0,False,False
Dr Smcs I Medical College Hospital,Kerala,Thiruvananthapuram,0,8.3906043,77.1686472,0,0,False,False
Arsha Ayurveda Hospital,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Anithara Hospital,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Chc Poovar,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Rural Institute Of Medical Sciences,Kerala,Thiruvananthapuram,0,8.5992904,76.9935013,0,0,False,False
Chc Vellanad,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Pankajakasthuri Ayurveda Medical College Hospital,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Mamal Hospital,Kerala,Thiruvananthapuram,0,8.5052393,77.0893623,0,0,False,False
Chc Vilappil,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Aj Hospital,Kerala,Thiruvananthapuram,0,8.5680851,76.8673892,0,0,False,False
Tsc Hospital Pvt. Ltd,Kerala,Thiruvananthapuram,0,8.5335402,76.8830336,0,0,False,False
Karunya Hospital and Diabetic Centre,Kerala,Thiruvananthapuram,0,8.619466,76.8987284,0,0,False,False
Sarala Memorial Hospital,Kerala,Thiruvananthapuram,0,8.770694,76.8836261,0,0,False,False
BPHC Vamanapuram,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Leela Ravi Medical Trust Hospital,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Chc Kallara,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
Chc Manamboor,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,False,False
"Government Medical College, Thiruvananthapuram",Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,True,False
Manasi Medical Centre,Kerala,Thrissur,0,10.746098,76.2768755,0,0,False,False
Oushadhi Panchkarma Hospital and Research Institute,Kerala,Thrissur,0,10.5123453,76.2125806,0,0,False,False
Santhi Speciality Hospital,Kerala,Thrissur,0,10.3710814,76.3087282,0,0,False,False
Sun Medical And Research Centre / Trichur Heart Hospital Ltd.,Kerala,Thrissur,0,10.5125122,76.2193541,0,0,False,False
Thrissur District  Co-Operative Hospital,Kerala,Thrissur,0,10.5578039,76.2175978,0,0,False,False
Vaidyaratnam Ayurveda College Hospital,Kerala,Thrissur,0,10.4613244,76.2392217,0,0,False,False
Vinayaka Ayurvedic Nursing Home,Kerala,Thrissur,0,10.5276416,76.2144349,0,0,False,False
Westfort Hitech Hospital Ltd,Kerala,Thrissur,0,10.5364028,76.1986595,0,0,False,False
Dr Rani Menons Eye Clinic,Kerala,Thrissur,0,11.0405513,76.0771718,0,0,False,False
Irinjalakuda Co-Operative Hospital,Kerala,Thrissur,0,10.3446664,76.2093715,0,0,False,False
Westfort Ayurveda Hospital,Kerala,Thrissur,0,8.4840677,76.9389631,0,0,False,False
"Jubilee Mission Medical College Hospital, Thrissur",Kerala,Thrissur,0,10.5276416,76.2144349,0,0,False,False
Elite Mission Hospital,Kerala,Thrissur,0,10.5276416,76.2144349,0,0,False,False
Metropolitan Hospital,Kerala,Thrissur,0,10.5276416,76.2144349,0,0,False,False
"Trichur Metropolitan Healthcare Pvt. Ltd.,",Kerala,Thrissur,0,10.5276416,76.2144349,0,0,False,False
Keerthi Ayurvedic Hospital Pvt. Ltd,Kerala,Thrissur,0,10.5437857,76.2165544,0,0,False,False
Chandramathy Amma Memorial Hospital,Kerala,Thrissur,0,10.5179032,76.1806673,0,0,False,False
Mother Hospital (P) Ltd.,Kerala,Thrissur,0,10.5276416,76.2144349,0,0,False,False
Aswini Hospital Pvt Ltd,Kerala,Thrissur,0,10.5310887,76.2150849,0,0,False,False
G.E.M. Hospital,Kerala,Thrissur,0,10.5276416,76.2144349,0,0,False,False
Raji Nursing Home,Kerala,Thrissur,0,10.5276416,76.2144349,0,0,False,False
Vijayasree Eye Hospital,Kerala,Thrissur,0,10.5276416,76.2144349,0,0,False,False
Sitaram Ayurveda Speciality Hospital,Kerala,Thrissur,0,10.5163984,76.2132374,0,0,False,False
Karthiyani,Kerala,Thrissur,0,10.5356622,76.2120156,0,0,False,False
Saroja Nursing Home,Kerala,Thrissur,0,10.5578039,76.2175978,0,0,False,False
K A Specaility Hospital,Kerala,Thrissur,0,10.3960432,76.2203908,0,0,False,False
Nethra Eye Care Center,Kerala,Thrissur,0,10.5276416,76.2144349,0,0,False,False
Ahalia Foundation Eye Hospital,Kerala,Thrissur,0,10.3672025,76.2174654,0,0,False,False
Ccmk Hospitals,Kerala,Thrissur,0,10.3080272,76.3336779,0,0,False,False
San Jos Parish Hospital,Kerala,Thrissur,0,10.5652613,76.0611602,0,0,False,False
St James Hospital,Kerala,Thrissur,0,10.3080272,76.3336779,0,0,False,False
Taluk Head Quarters Hospital,Kerala,Thrissur,0,10.3080272,76.3336779,0,0,False,False
Devamatha Hospital,Kerala,Thrissur,0,10.2632016,76.3492569,0,0,False,False
Sunethri Ayurvedashram And Research Centre,Kerala,Thrissur,0,10.4639214,76.2922812,0,0,False,False
St. Joseph Hospital,Kerala,Thrissur,0,10.6248903,76.0885011,0,0,False,False
Ittimani Hospital,Kerala,Thrissur,0,10.6455987,76.117503,0,0,False,False
Royal Hospital,Kerala,Thrissur,0,10.6178603,76.0532193,0,0,False,False
The M.O.S.C.Medical Mission Hospital,Kerala,Thrissur,0,10.6421069,76.0565539,0,0,False,False
Abdul Waheb Memorial Rajah Charitable Hospital,Kerala,Thrissur,0,10.5963838,76.0348391,0,0,False,False
Modern Hospital,Kerala,Thrissur,0,10.5276416,76.2144349,0,0,False,False
Unity Hospital (P) Limited,Kerala,Thrissur,0,10.6477085,76.0879573,0,0,False,False
Ansar Hospital,Kerala,Thrissur,0,24.879687,85.5336429,0,0,False,False
Amala Cancer Hospital And Research Centre,Kerala,Thrissur,0,10.5640202,76.1711283,0,0,False,False
Amrutha Ayurvedic Heritage Centre,Kerala,Thrissur,0,13.217176,79.1003289,0,0,False,False
Divine Medical Cetre Ltd.,Kerala,Thrissur,0,10.6617378,76.2363248,0,0,False,False
Jeevodaya Mission Hospital,Kerala,Thrissur,0,10.6941373,76.3463624,0,0,False,False
M I Mission Hospital (Tsunami Project Only),Kerala,Thrissur,0,10.5027863,76.0594972,0,0,False,False
Mary Immaculate Mission Hospital,Kerala,Thrissur,0,10.5276416,76.2144349,0,0,False,False
The Irinjalakuda Co-Operative Hospital Ltd.,Kerala,Thrissur,0,10.3326388,76.2150071,0,0,False,False
Arya Vaidya Asramam Ayurveda Hospital,Kerala,Thrissur,0,10.2103464,76.2050105,0,0,False,False
Craft Hospital,Kerala,Thrissur,0,10.2244299,76.1977737,0,0,False,False
Medicare Hospital,Kerala,Thrissur,0,10.5276416,76.2144349,0,0,False,False
Modern Hospital .,Kerala,Thrissur,0,10.2244299,76.1977737,0,0,False,False
Maria Theressa Hospital,Kerala,Thrissur,0,10.2893846,76.2777114,0,0,False,False
Sacred Heart Mission Hospital,Kerala,Thrissur,0,10.3446664,76.2093715,0,0,False,False
Mother and Child Hospital Kodakara,Kerala,Thrissur,0,10.3710814,76.3087282,0,0,False,False
Lal Memorial Hospital,Kerala,Thrissur,0,10.3446664,76.2093715,0,0,False,False
Palace Hospital,Kerala,Thrissur,0,10.3080272,76.3336779,0,0,False,False
"Matha Hospital, Caritas Road",Kerala,Thrissur,0,9.6436711,76.5493347,0,0,False,False
Ahalia Foundation and Eye Hospital,Kerala,Thrissur,0,10.5214299,76.2122872,0,0,False,False
"Government Medical College, Thrissur",Kerala,Thrissur,0,10.590648,76.2129226,0,0,True,False
Amala Institute of Medical Sciences,Kerala,Thrissur,0,10.5640202,76.1711283,0,0,True,False
"CGHS, Dispensary No.1",Kerala,Thiruvananthapuram,0,8.5292277,76.9398195,0,0,False,False
Sree Gokulam Medical College and Research Foundation,Kerala,Thiruvananthapuram,0,8.5241391,76.9366376,0,0,True,False
Jyothi Hospital,Kerala,Wayanad,0,11.8013643,76.0043731,0,0,False,False
Fatima Mata Mission Hospital,Kerala,Wayanad,0,11.6198449,76.0843341,0,0,False,False
K J Medical Trust Hospital,Kerala,Wayanad,0,11.6198449,76.0843341,0,0,False,False
Kripa Nursing Home,Kerala,Wayanad,0,11.6198449,76.0843341,0,0,False,False
Leo Hospital,Kerala,Wayanad,0,11.6198449,76.0843341,0,0,False,False
"Dm Wims (Wayanad Institute Of Medical Sciences) - Meppadi (Po),Wayanad",Kerala,Wayanad,0,11.703206,76.0833999,0,0,False,False
Shrisha Hospital,Kerala,Wayanad,0,11.7922776,76.1662866,0,0,False,False
M.O.S.C.Medical Mission Eye Hospital,Kerala,Wayanad,0,11.703206,76.0833999,0,0,False,False
P B M Hospital,Kerala,Wayanad,0,11.703206,76.0833999,0,0,False,False
M.E.S. Hospital,Kerala,Wayanad,0,11.661575,76.2602127,0,0,False,False
St Marys Mission Hospital,Kerala,Wayanad,0,11.7010978,76.1696791,0,0,False,False
Marina Hospital,Kerala,Wayanad,0,11.6197083,76.21025,0,0,False,False
Balaghat Hospital,Madhya Pradesh,Balaghat,0,21.812876,80.1838293,0,0,False,False
Kevin Hospital,Madhya Pradesh,Balaghat,0,21.812876,80.1838293,0,0,False,False
Mitali Critical Care Unit,Madhya Pradesh,Balaghat,0,21.5198814,80.2741063,0,0,False,False
Sanmati Hopital,Madhya Pradesh,Burhanpur,0,21.2170056,76.2169594,0,0,False,False
Shastri Nursing Home,Madhya Pradesh,Balaghat,0,21.8116748,80.1974646,0,0,False,False
Dinesh Opticals,Madhya Pradesh,Balaghat,0,10.9500185,76.9336219,0,0,False,False
Mahamrityujay Hospital Pvt. Ltd.,Madhya Pradesh,Barwani,0,22.0363157,74.903339,0,0,False,False
Sai Hospital,Madhya Pradesh,Barwani,0,22.0380291,74.9022428,0,0,False,False
Sarsawati Eye Hospital And Lasik Centre,Madhya Pradesh,Barwani,0,22.047939,74.8968157,0,0,False,False
Mamta Hospital and Maternity Home,Madhya Pradesh,Betul,0,21.9066922,77.8940894,0,0,False,False
Lashkare Hospital,Madhya Pradesh,Betul,0,21.9108031,77.9011842,0,0,False,False
Pooja Surgical And Fracture Hospital,Madhya Pradesh,Betul,0,21.8987564,77.9021567,0,0,False,False
Rathi Hospital,Madhya Pradesh,Betul,0,21.9066922,77.8940894,0,0,False,False
Sangeeta Hospital And Research Center,Madhya Pradesh,Betul,0,21.912789,77.9025044,0,0,False,False
Subhadra Hospital,Madhya Pradesh,Betul,0,21.9066922,77.8940894,0,0,False,False
Padhar Hospital,Madhya Pradesh,Betul,0,21.9108031,77.9011842,0,0,False,False
Niramaya Hospital - Bhind,Madhya Pradesh,Bhind,0,26.5587354,78.7872876,0,0,False,False
Adarsh Hospital,Madhya Pradesh,Bhopal,0,23.2711877,77.3970354,0,0,False,False
Ajwani Eye Hospital,Madhya Pradesh,Bhopal,0,23.2782364,77.4034124,0,0,False,False
Al - Rasheed,Madhya Pradesh,Bhopal,0,23.2637561,77.3957125,0,0,False,False
Ankur Maternity And Nursing Home,Madhya Pradesh,Bhopal,0,23.2713688,77.3812494,0,0,False,False
Apex Hospital,Madhya Pradesh,Bhopal,0,23.2782364,77.4034124,0,0,False,False
Batra Hospital,Madhya Pradesh,Bhopal,0,13.01177,77.676584,0,0,False,False
Bhopal Care Hospital,Madhya Pradesh,Bhopal,0,23.2599333,77.412615,0,0,False,False
Bhopal Neuro Psychiatric Center,Madhya Pradesh,Bhopal,0,23.2641951,77.3793779,0,0,False,False
Care Hospital,Madhya Pradesh,Bhopal,0,10.6514424,76.9795263,0,0,False,False
Chauhan Heart and Maternity Hospital,Madhya Pradesh,Bhopal,0,23.3027772,77.4026547,0,0,False,False
Chirayu Hospital,Madhya Pradesh,Bhopal,0,23.2581927,77.398022,0,0,False,False
Faiz Eye Hospital,Madhya Pradesh,Bhopal,0,23.2599333,77.412615,0,0,False,False
Gandhi Medical College and Hamidia Hospital,Madhya Pradesh,Bhopal,0,23.2599333,77.412615,0,0,False,False
