ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
IND,Haryana,7643639,Antenatal care provider: Nurse/midwife,39.4,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413001,1413010,Region,Haryana,14002,Two years preceding the survey,0,1,RHANCPWNRS,IADHS1993413001,1992-93,DHS,578,907,,,1
IND,Himachal Pradesh,7101044,Antenatal care provider: Nurse/midwife,40.7,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413002,1413020,Region,Himachal Pradesh,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413002,1992-93,DHS,184,935,,,1
IND,Himachal Pradesh,1438803,Antenatal care provider: Nurse/midwife,41.2,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413002,1413020,Region,Himachal Pradesh,14002,Two years preceding the survey,0,1,RHANCPWNRS,IADHS1993413002,1992-93,DHS,140,713,,,1
IND,..Jammu region of Jammu & Kashmir,208444,Antenatal care provider: Nurse/midwife,29.7,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413004,1413040,Region,....Jammu region of Jammu & Kashmir,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413004,1992-93,DHS,140,983,,,1
IND,..Jammu region of Jammu & Kashmir,2871322,Antenatal care provider: Nurse/midwife,30.2,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413004,1413040,Region,....Jammu region of Jammu & Kashmir,14002,Two years preceding the survey,0,1,RHANCPWNRS,IADHS1993413004,1992-93,DHS,108,750,,,1
IND,Punjab,3724870,Antenatal care provider: Nurse/midwife,49.4,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413005,1413050,Region,Punjab,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413005,1992-93,DHS,702,973,,,1
IND,Punjab,800386,Antenatal care provider: Nurse/midwife,47.9,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413005,1413050,Region,Punjab,14002,Two years preceding the survey,0,1,RHANCPWNRS,IADHS1993413005,1992-93,DHS,522,724,,,1
IND,Rajasthan,6414630,Antenatal care provider: Nurse/midwife,7.6,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413006,1413060,Region,Rajasthan,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413006,1992-93,DHS,1738,1913,,,1
IND,Rajasthan,7241275,Antenatal care provider: Nurse/midwife,7.7,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413006,1413060,Region,Rajasthan,14002,Two years preceding the survey,0,1,RHANCPWNRS,IADHS1993413006,1992-93,DHS,1309,1441,,,1
IND,"Madhya Pradesh, inc Chhattisgarh",1518728,Antenatal care provider: Nurse/midwife,9.6,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413007,1413070,Region,"Madhya Pradesh, inc Chhattisgarh",14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413007,1992-93,DHS,2820,2500,,,1
